id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
6528,00CA,small_airport,Goldstone (GTS) Airport,35.35474,-116.885329,3038.0,,US,US-CA,Barstow,no,00CA,,00CA,,https://en.wikipedia.org/wiki/Goldstone_Gts_Airport,
6551,00N,small_airport,Bucks Airport,39.472998,-75.184346,105.0,,US,US-NJ,Bridgeton,no,K00N,,00N,,https://en.wikipedia.org/wiki/Bucks_Airport,
6560,00S,small_airport,McKenzie Bridge State Airport,44.181466,-122.086,1620.0,,US,US-OR,Blue River,no,K00S,,00S,,https://en.wikipedia.org/wiki/McKenzie_Bridge_State_Airport,
6581,01C,closed,Grant Airport,43.341701507568,-85.775001525879,815.0,,US,US-MI,Grant,no,,,,,https://en.wikipedia.org/wiki/Grant_Airport,"01C, 01C, 01C"
6583,01CL,small_airport,Swansboro Country Airport,38.7999,-120.734001,2594.0,,US,US-CA,Placerville,no,01CL,,01CL,,https://en.wikipedia.org/wiki/Swansboro_Country_Airport,
6597,01J,small_airport,Hilliard Airpark,30.685568,-81.906346,59.0,,US,US-FL,Hilliard,no,K01J,,01J,,https://en.wikipedia.org/wiki/Hilliard_Airpark,
6598,01K,small_airport,Caldwell Municipal Airport,37.036132,-97.58533,1157.0,,US,US-KS,Caldwell,no,K01K,,01K,,https://en.wikipedia.org/wiki/Caldwell_Municipal_Airport_(Kansas),
6646,02FA,small_airport,Osborn Airfield,28.526699,-81.874802,121.0,,US,US-FL,Groveland,no,02FA,,02FA,,https://en.wikipedia.org/wiki/Osborn_Airfield,
4650,03N,small_airport,Utirik Airport,11.222219,169.851429,4.0,OC,MH,MH-UTI,Utirik Island,yes,03N,UTK,03N,,https://en.wikipedia.org/wiki/Utirik_Airport,
6740,03S,small_airport,Sandy River Airport,45.401629,-122.228771,704.0,,US,US-OR,Sandy,no,K03S,,03S,,https://en.wikipedia.org/wiki/Sandy_River_Airport,
6756,04CA,small_airport,Gray Butte Field,34.566631,-117.670666,3020.0,,US,US-CA,Palmdale,no,04CA,,04CA,,https://en.wikipedia.org/wiki/Grey_Butte_Field_Airport,"KGXA, GXA"
6762,04I,small_airport,Columbus Southwest Airport,39.91151,-83.188577,920.0,,US,US-OH,Columbus,no,K04I,,04I,,https://en.wikipedia.org/wiki/Columbus_Southwest_Airport,
6847,05S,small_airport,Vernonia Airfield,45.85150146484375,-123.24199676513672,647.0,,US,US-OR,Vernonia,no,05S,,05S,,https://en.wikipedia.org/wiki/Vernonia_Airfield,
6860,05Y,small_airport,Henning Municipal Airport,46.303799,-95.439499,1455.0,,US,US-MN,Henning,no,05Y,,05Y,,https://en.wikipedia.org/wiki/Henning_Municipal_Airport,
6864,06B,seaplane_base,Lucky Landing Marina and Seaplane Base,44.907001,-68.805,115.0,,US,US-ME,Glenburn,no,,,06B,,https://en.wikipedia.org/wiki/Lucky_Landing_Marina_and_Seaplane_Base,
6868,06FA,small_airport,William P Gwinn Airport,26.90839958190918,-80.32890319824219,28.0,,US,US-FL,Jupiter,no,06FA,,06FA,,https://en.wikipedia.org/wiki/North_Palm_Beach_County_General_Aviation_Airport,
6889,06N,small_airport,Randall Airport,41.431999,-74.391602,523.0,,US,US-NY,Middletown,no,K06N,,06N,,https://en.wikipedia.org/wiki/Randall_Airport,
6924,07FA,small_airport,Ocean Reef Club Airport,25.325399398804,-80.274803161621,8.0,,US,US-FL,Key Largo,no,07FA,OCA,07FA,https://www.oceanreef.com/community/private-airport-1345.html,https://en.wikipedia.org/wiki/Ocean_Reef_Club_Airport,
6943,07MT,small_airport,Glasgow Industrial Airport,48.421101,-106.528,2762.0,,US,US-MT,Glasgow,no,07MT,,07MT,,https://en.wikipedia.org/wiki/Glasgow_Industrial_Airport,Glasgow Air Force Base
6994,08N,small_airport,Keller Brothers Airport,40.291801,-76.328796,550.0,,US,US-PA,Lebanon,no,08N,,08N,,https://en.wikipedia.org/wiki/Keller_Brothers_Airport,
7006,08R,small_airport,Richmond Airport,41.489498,-71.620598,130.0,,US,US-RI,West Kingston,no,,,08R,,https://en.wikipedia.org/wiki/Richmond_Airport_(Rhode_Island),RI04
7048,09OR,heliport,Mid-Columbia Medical Center Heliport,45.587235,-121.163827,487.0,,US,US-OR,The Dalles,no,09OR,,09OR,,https://en.wikipedia.org/wiki/Mid-Columbia_Medical_Center_Heliport,
14580,09TA,small_airport,Lazy G Bar Ranch Airport,33.282101,-97.497002,923.0,,US,US-TX,Decatur,no,,,09T,,https://en.wikipedia.org/wiki/Lazy_G_Bar_Ranch_Airport,"Formerly 82T, 09TA"
7100,0B7,small_airport,Warren-Sugarbush Airport,44.117724,-72.826867,1470.0,,US,US-VT,Warren,no,K0B7,,0B7,,https://en.wikipedia.org/wiki/Warren-Sugarbush_Airport,
7102,0C2,small_airport,Hinckley Airport,41.770901,-88.7034,760.0,,US,US-IL,Hinckley,no,0C2,,0C2,,https://en.wikipedia.org/wiki/Hinckley_Airport,
7105,0C8,small_airport,Cushing Field Ltd Airport,41.519501,-88.605598,640.0,,US,US-IL,Newark,no,0C8,,0C8,,https://en.wikipedia.org/wiki/Cushing_Field,
7158,0D7,small_airport,Ada Airport,40.7906,-83.829102,949.0,,US,US-OH,Ada,no,0D7,,0D7,,https://en.wikipedia.org/wiki/Ada_Airport,
7180,0G0,small_airport,North Buffalo Suburban Airport,43.103199,-78.7033,588.0,,US,US-NY,Lockport,no,K0G0,,0G0,,https://en.wikipedia.org/wiki/North_Buffalo_Suburban_Airport,
7181,0G5,seaplane_base,Grand Marais/Cook County Seaplane Base,47.8263,-90.3835,1635.0,,US,US-MN,Grand Marais,no,0G5,,0G5,http://www.boreal.org/airport/,https://en.wikipedia.org/wiki/Grand_Marais/Cook_County_Seaplane_Base,Devil Track Resort
7200,0I2,small_airport,Brazil Clay County Airport,39.4767,-87.099701,645.0,,US,US-IN,Brazil,no,0I2,,0I2,,https://en.wikipedia.org/wiki/Brazil_Clay_County_Airport,
7249,0J0,small_airport,Abbeville Municipal Airport,31.600093,-85.238353,468.0,,US,US-AL,Abbeville,no,,,0J0,,https://en.wikipedia.org/wiki/Abbeville_Municipal_Airport,
7270,0L4,small_airport,Lida Junction Airport,37.485801696777344,-117.19100189208984,4684.0,,US,US-NV,Goldfield,no,0L4,,0L4,,https://en.wikipedia.org/wiki/Lida_Junction_Airport,
7271,0L5,small_airport,Goldfield Airport,37.722114,-117.236363,5680.0,,US,US-NV,Goldfield,no,1A8,,1A8,,https://en.wikipedia.org/wiki/Goldfield_Airport,"0L5, NV50"
7380,0N4,small_airport,Chandelle Airport,39.202301,-75.485497,22.0,,US,US-DE,Dover,no,,,0N4,,https://en.wikipedia.org/wiki/Chandelle_Estates_Airport,Chandelle Estates
7382,0N6,small_airport,Albanna Aviation Airport,39.012602,-75.533501,50.0,,US,US-DE,Felton,no,,,28DE,,https://web.archive.org/web/20170306030610/https://en.wikipedia.org/wiki/Henderson_Aviation_Airport,Henderson Aviation
7426,0NM0,small_airport,Columbus Airport,31.823898,-107.629924,4024.0,,US,US-NM,Columbus,no,0NM0,CUS,0NM0,,https://en.wikipedia.org/wiki/Columbus_Municipal_Airport_(New_Mexico),
7437,0O4,small_airport,Corning Municipal Airport,39.94359970092773,-122.1709976196289,292.0,,US,US-CA,Corning,no,0O4,,0O4,,https://en.wikipedia.org/wiki/Corning_Municipal_Airport_(California),
7463,0OR0,heliport,Providence Hospital Heliport,42.3386993408,-122.861999512,1350.0,,US,US-OR,Medford,no,0OR0,,0OR0,,https://en.wikipedia.org/wiki/Providence_Hospital_Heliport,
7506,0Q3,small_airport,Sonoma Valley Airport,38.223499,-122.449997,10.0,,US,US-CA,Schellville/Sonoma,no,0Q3,,0Q3,,https://en.wikipedia.org/wiki/Sonoma_Valley_Airport,
7508,0Q6,closed,Shingletown Airport,40.521955,-121.81705,3880.0,,US,US-CA,Shingletown,no,,,,,https://en.wikipedia.org/wiki/Shingletown_Airport,0Q6
7509,0Q9,small_airport,Sonoma Skypark Airport,38.257702,-122.433998,20.0,,US,US-CA,Sonoma,no,0Q9,,0Q9,,https://en.wikipedia.org/wiki/Sonoma_Skypark,
7510,0R2,small_airport,Lincoln Municipal Airport,38.4039,-93.333,940.0,,US,US-MO,Lincoln,no,0R2,,0R2,,https://en.wikipedia.org/wiki/Lincoln_Municipal_Airport_(Missouri),
7512,0R9,closed,Plainville Airpark,39.1945,-99.303398,2182.0,,US,US-KS,Plainville,no,,,,,https://en.wikipedia.org/wiki/Plainville_Airpark,"0R9, KS04"
7648,0Z3,seaplane_base,Shannons Pond Seaplane Base,59.049905,-158.581682,80.0,,US,US-AK,Dillingham,no,AA15,,AA15,,https://en.wikipedia.org/wiki/Shannons_Pond_Seaplane_Base,0Z3
7656,10D,small_airport,Winsted Municipal Airport,44.950001,-94.066902,1030.0,,US,US-MN,Winsted,no,10D,,10D,,https://en.wikipedia.org/wiki/Winsted_Municipal_Airport,
7721,11M,small_airport,Fulton-Itawamba County Airport,34.352001,-88.377296,450.0,,US,US-MS,Fulton,no,11M,,11M,,https://en.wikipedia.org/wiki/Fulton-Itawamba_County_Airport,
7727,11N,small_airport,Candlelight Farms Airport,41.566799,-73.466202,675.0,,US,US-CT,New Milford,no,11N,,11N,,https://en.wikipedia.org/wiki/Candlelight_Farms_Airport,
7738,11S,small_airport,Sekiu Airport,48.266102,-124.314003,355.0,,US,US-WA,Sekiu,no,11S,,11S,,https://en.wikipedia.org/wiki/Sekiu_Airport,
7781,12NC,small_airport,Atlantic Field Marine Corps Outlying Field,34.892099,-76.349029,20.0,,US,US-NC,Atlantic,no,12NC,,12NC,,https://en.wikipedia.org/wiki/Marine_Corps_Outlying_Field_Atlantic,
7795,12S,small_airport,Monument Municipal Airport,44.8317985534668,-119.43000030517578,2323.0,,US,US-OR,Monument,no,12S,,12S,,https://en.wikipedia.org/wiki/Monument_Municipal_Airport,
7829,13M,balloonport,Aeronut Park Balloonport,42.604198,-83.858597,980.0,,US,US-MI,Howell,no,13M,,13M,,https://en.wikipedia.org/wiki/Aeronut_Park_Balloonport,
7830,13MA,closed,Metropolitan Airport,42.223301,-72.311401,418.0,,US,US-MA,Palmer,no,,,,,https://en.wikipedia.org/wiki/Metropolitan_Airport,"13MA, PMX, PMX"
7838,13NC,small_airport,Oak Grove Marine Corps Outlying Field,35.025006,-77.255945,27.0,,US,US-NC,Pollocksville,no,13NC,,13NC,,https://en.wikipedia.org/wiki/Marine_Corps_Outlying_Field_Oak_Grove,
10266,14ME,small_airport,Ring Hill Airport,44.79125,-69.071479,340.0,,US,US-ME,Carmel,no,14ME,,14ME,,https://en.wikipedia.org/wiki/Ring_Hill_Airport,Formerly 38B
7898,14NC,small_airport,Camp Davis Marine Corps Outlying Field,34.516458,-77.545109,60.0,,US,US-NC,Holly Ridge,no,14NC,,14NC,,https://en.wikipedia.org/wiki/Marine_Corps_Outlying_Field_Camp_Davis,"Camp Davis MCOLF, DZ Pheasant, LZ Duck"
7909,14P,small_airport,Boggs Field,38.82378,-81.348843,927.0,,US,US-WV,Spencer,no,KUSW,,USW,,https://en.wikipedia.org/wiki/Boggs_Field,14P
7912,14S,small_airport,Westport Airport,46.8969,-124.100998,14.0,,US,US-WA,Westport,no,14S,,14S,,https://en.wikipedia.org/wiki/Westport_Airport_(Washington),
7925,15A,small_airport,Mark Reynolds/North Mobile County Airport,30.90937,-87.996111,60.0,,US,US-AL,Creola,no,K15A,,15A,,https://en.wikipedia.org/wiki/Mark_Reynolds/North_Mobile_County_Airport,
7935,15G,small_airport,Weltzien Skypark Airport,41.0284,-81.7985,1210.0,,US,US-OH,Wadsworth,no,15G,,15G,,https://en.wikipedia.org/wiki/Weltzien_Skypark,
7952,15N,small_airport,Jenkins Airport,39.119598,-75.583801,53.0,,US,US-DE,Wyoming,no,15N,,15N,,https://en.wikipedia.org/wiki/Jenkins_Airport,
7961,15OR,heliport,Camp Rilea Heliport,46.1159964394,-123.931392431,32.0,,US,US-OR,Warrenton,no,15OR,,15OR,,https://en.wikipedia.org/wiki/Camp_Rilea_Heliport,
7977,16A,small_airport,Nunapitchuk Airport,60.905591,-162.440454,12.0,,US,US-AK,Nunapitchuk,yes,PPIT,NUP,16A,,https://en.wikipedia.org/wiki/Nunapitchuk_Airport,
8017,16S,small_airport,Myrtle Creek Municipal Airport,42.997157,-123.315412,619.0,,US,US-OR,Myrtle Creek,no,K16S,,16S,http://www.cityofmyrtlecreek.com/city_departments/airport.php,https://en.wikipedia.org/wiki/Myrtle_Creek_Municipal_Airport,Tri-City
8028,16X,small_airport,Propwash Airport,33.0807,-97.358902,800.0,,US,US-TX,Justin,no,16X,,16X,,https://en.wikipedia.org/wiki/Propwash_Airport,Formerly 16XS
8038,17FL,small_airport,Jumbolair-Greystone Airport,29.277416,-82.120709,100.0,,US,US-FL,Ocala,no,17FL,,17FL,,https://en.wikipedia.org/wiki/Greystone_Airport,
8067,17S,small_airport,Chehalem Airpark,45.32369995117188,-123.0540008544922,190.0,,US,US-OR,Newberg,no,17S,,17S,,https://en.wikipedia.org/wiki/Chehalem_Airpark,
8074,17U,small_airport,Jake Garn Airport,40.263699,-112.021004,4845.0,,US,US-UT,Eagle Mountain,no,17U,,17U,,https://en.wikipedia.org/wiki/Jake_Garn_Airport,
8125,18Y,small_airport,Milaca Municipal Airport,45.772499,-93.632202,1100.0,,US,US-MN,Milaca,no,18Y,,18Y,,https://en.wikipedia.org/wiki/Milaca_Municipal_Airport,
8126,19AK,small_airport,Icy Bay Airport,59.966269,-141.660118,50.0,,US,US-AK,Icy Bay,no,19AK,ICY,19AK,,https://en.wikipedia.org/wiki/Icy_Bay_Airport,
8159,19P,seaplane_base,Port Protection Seaplane Base,56.328800201416,-133.61000061035,0.0,,US,US-AK,Port Protection,yes,19P,PPV,19P,,https://en.wikipedia.org/wiki/Port_Protection_Seaplane_Base,
8173,1A2,small_airport,Arthur Airport,47.111099,-97.207298,973.0,,US,US-ND,Arthur,no,1A2,,1A2,,https://en.wikipedia.org/wiki/Arthur_Airport,
8174,1A8,small_airport,Empire Airport,40.580025,-119.35087,3990.0,,US,US-NV,Empire,no,18NV,,18NV,,https://en.wikipedia.org/wiki/Empire_Airport_(Nevada),1A8
8215,1B5,small_airport,Franconia Airport,44.195611,-71.751023,970.0,,US,US-NH,Franconia,no,,,1B5,,https://en.wikipedia.org/wiki/Franconia_Airport,
8216,1B8,small_airport,Chapin Field,43.050098,-73.366203,508.0,,US,US-NY,Cambridge,no,1B8,,1B8,,https://en.wikipedia.org/wiki/Chapin_Field,
8217,1C3,small_airport,Argyle Airport,43.2542,-73.470901,330.0,,US,US-NY,Argyle,no,1C3,,1C3,,https://en.wikipedia.org/wiki/Argyle_Airport_(New_York),
8220,1C9,small_airport,Frazier Lake Airpark,36.95330047607422,-121.46499633789062,151.0,,US,US-CA,Hollister,no,1C9,,1C9,,https://en.wikipedia.org/wiki/Frazier_Lake_Airpark,
8258,1D2,small_airport,Canton-Plymouth-Mettetal Airport,42.348202,-83.456299,696.0,,US,US-MI,Plymouth,no,1D2,,1D2,,https://en.wikipedia.org/wiki/Canton%E2%80%93Plymouth_Mettetal_Airport,
8266,1E6,small_airport,Elkins Field,34.458754,-78.618627,93.0,,US,US-NC,Clarkton,no,2NR2,,2NR2,,https://en.wikipedia.org/wiki/Elkins_Field,1E6
8267,1E7,small_airport,Buffalo Airport,35.064999,-101.878998,3640.0,,US,US-TX,Amarillo,no,1E7,,1E7,,https://en.wikipedia.org/wiki/Buffalo_Airport_(Texas),
8268,1E8,small_airport,Degrasse Moores Airport,44.388266,-75.066376,814.0,,US,US-NY,Russell,no,K1E8,,1E8,,https://en.wikipedia.org/wiki/Moores_Airport,Degrasse
8271,1F2,small_airport,Plateau Sky Ranch Airport,43.225101,-74.114899,1070.0,,US,US-NY,Edinburg,no,1F2,,1F2,,https://en.wikipedia.org/wiki/Plateau_Sky_Ranch_Airport,
8272,1F6,closed,Dolgeville Airport,43.116695,-74.749603,945.0,,US,US-NY,Dolgeville,no,,,,,https://en.wikipedia.org/wiki/Dolgeville_Airport,1F6
8273,1F7,small_airport,Airpark East Airport,32.81399917602539,-96.35220336914062,510.0,,US,US-TX,Dallas,no,1F7,,1F7,,https://en.wikipedia.org/wiki/Airpark_East_Airport,
8295,1G6,small_airport,Michael Airfield,43.181702,-76.1278,400.0,,US,US-NY,Cicero,no,1G6,,1G6,,https://en.wikipedia.org/wiki/Michael_Airfield,
8296,1G8,small_airport,Eddie Dew Memorial Airpark,40.475899,-80.628098,1084.0,,US,US-OH,Toronto,no,1G8,,1G8,,https://en.wikipedia.org/wiki/Eddie_Dew_Memorial_Airpark,
8318,1H6,small_airport,Harvey Young Airport,36.139,-95.824997,750.0,,US,US-OK,Tulsa,no,1H6,,1H6,,https://en.wikipedia.org/wiki/Harvey_Young_Airport,
8319,1I1,small_airport,Marcy Field,44.220901,-73.791298,985.0,,US,US-NY,Keene,no,1I1,,1I1,,https://en.wikipedia.org/wiki/Marcy_Field,
8320,1I3,small_airport,Shawnee Field,39.042654,-87.002749,501.0,,US,US-IN,Fairplay Township,no,K1I3,,1I3,,https://en.wikipedia.org/wiki/Shawnee_Field,Bloomfield
8322,1I8,small_airport,Converse Airport,40.573217,-85.899696,840.0,,US,US-IN,Converse,no,K1I8,,1I8,,https://en.wikipedia.org/wiki/Converse_Airport,
8323,1I9,small_airport,Delphi Municipal Airport,40.542801,-86.681702,675.0,,US,US-IN,Delphi,no,1I9,,1I9,,https://en.wikipedia.org/wiki/Delphi_Municipal_Airport,
8372,1J9,small_airport,Fort Walton Beach Airport,30.4063,-86.829102,22.0,,US,US-FL,Navarre,no,1J9,,1J9,,https://en.wikipedia.org/wiki/Fort_Walton_Beach_Airport,
8378,1K1,small_airport,Lloyd Stearman Field,37.77790069580078,-97.1135025024414,1364.0,,US,US-KS,Benton,no,1K1,,1K1,,https://en.wikipedia.org/wiki/Lloyd_Stearman_Field,
8382,1K8,small_airport,South Grand Lake Regional Airport,36.541698,-95.021103,775.0,,US,US-OK,Ketchum,no,1K8,,1K8,,https://en.wikipedia.org/wiki/South_Grand_Lake_Regional_Airport,
8402,1L4,small_airport,Kidwell Airport,35.305547,-114.88236,2605.0,,US,US-NV,Cal Nev Ari,no,K1L4,,1L4,,https://en.wikipedia.org/wiki/Kidwell_Airport,
8427,1M3,small_airport,Ardmore Airport,34.977901,-86.884697,920.0,,US,US-AL,Ardmore,no,1M3,,1M3,,https://en.wikipedia.org/wiki/Ardmore_Airport_(Alabama),
8428,1M7,small_airport,Fulton Airport,36.5259017944336,-88.91560363769531,400.0,,US,US-KY,Fulton,no,1M7,,1M7,,https://en.wikipedia.org/wiki/Fulton_Airport,
8429,1M8,small_airport,Myricks Airport,41.8391,-71.026497,71.0,,US,US-MA,Berkley,no,1M8,,1M8,,https://en.wikipedia.org/wiki/Myricks_Airport,
8509,1N2,small_airport,Spadaro Airport,40.82789993286133,-72.74870300292969,50.0,,US,US-NY,East Moriches,no,1N2,,1N2,,https://en.wikipedia.org/wiki/Spadaro_Airport,
8511,1N5,small_airport,Bennett Airport,38.411097,-75.614691,42.0,,US,US-MD,Salisbury,no,,,1N5,,https://en.wikipedia.org/wiki/Bennett_Airport,
8565,1O0,seaplane_base,Lake Woahink Seaplane Base,43.90420150756836,-124.11499786376952,39.0,,US,US-OR,Florence,no,1O0,,1O0,,https://en.wikipedia.org/wiki/Lake_Woahink_Seaplane_Base,
8566,1O6,small_airport,Dunsmuir Muni-Mott Airport,41.263199,-122.272003,3258.0,,US,US-CA,Dunsmuir,no,K1O6,MHS,1O6,,https://en.wikipedia.org/wiki/Dunsmuir_Municipal-Mott_Airport,
8605,1OR3,small_airport,Sunset Air Strip,45.591499,-123.010002,207.0,,US,US-OR,North Plains,no,1OR3,,1OR3,,https://en.wikipedia.org/wiki/Sunset_Air_Strip,
8611,1OR9,heliport,Willamette Falls Community Hospital Heliport,45.357601,-122.585999,275.0,,US,US-OR,Oregon City,no,1OR9,,1OR9,,https://en.wikipedia.org/wiki/Providence_Willamette_Falls_Medical_Center,
8612,1P1,small_airport,Plymouth Municipal Airport,43.778299,-71.753919,505.0,,US,US-NH,Plymouth,no,1P1,,1P1,,https://en.wikipedia.org/wiki/Plymouth_Municipal_Airport_(New_Hampshire),
8636,1Q1,small_airport,Eckert Field,36.162498,-119.050003,426.0,,US,US-CA,Strathmore,no,1Q1,,1Q1,,https://en.wikipedia.org/wiki/Eckert_Field_Airport,
8638,1RL,small_airport,Point Roberts Airpark,48.977316,-123.079294,10.0,,US,US-WA,Point Roberts,yes,K1RL,,1RL,,https://en.wikipedia.org/wiki/Point_Roberts_Airpark,
8640,1S2,small_airport,Darrington Municipal Airport,48.258598,-121.610001,553.0,,US,US-WA,Darrington,no,1S2,,1S2,,https://en.wikipedia.org/wiki/Darrington_Municipal_Airport,
8644,1S8,small_airport,Arlington Municipal Airport,45.722683,-120.176418,890.0,,US,US-OR,Arlington,no,,,1S8,,https://en.wikipedia.org/wiki/Arlington_Municipal_Airport_(Oregon),
8724,1W1,small_airport,Grove Field,45.62779998779297,-122.40399932861328,429.0,,US,US-WA,Camas,no,1W1,,1W1,,https://en.wikipedia.org/wiki/Grove_Field_Airport,
8725,1W3,small_airport,Mexico Farms Airport,39.60480117797852,-78.7605972290039,607.0,,US,US-MD,Cumberland,no,1W3,,1W3,,https://en.wikipedia.org/wiki/Mexico_Farms_Airport,
8732,1WA6,small_airport,Fall City Airport,47.55950164794922,-121.86399841308594,140.0,,US,US-WA,Fall City,no,1WA6,,1WA6,,https://en.wikipedia.org/wiki/Fall_City_Airport,
8753,1XA2,small_airport,Chase Field Industrial Airport,28.362444,-97.661917,190.0,,US,US-TX,Beeville,no,,NIR,TX2,,https://en.wikipedia.org/wiki/Chase_Field_Industrial_Complex,"1XA2, Naval Air Station Chase Field, Beeville Municipal Airport"
8774,1Z1,small_airport,Grand Canyon Bar Ten Airstrip,36.258614,-113.231159,4100.0,,US,US-AZ,Littlefield,no,,GCT,1Z1,,https://en.wikipedia.org/wiki/Grand_Canyon_Bar_10_Airport,Webbs Ranch
8780,20CL,small_airport,Mysterious Valley Airport,38.749298,-122.366997,1410.0,,US,US-CA,Pope Valley,no,20CL,,20CL,,https://en.wikipedia.org/wiki/Mysterious_Valley_Airport,
8848,21N,small_airport,Mattituck Airport,40.987598,-72.518997,30.0,,US,US-NY,Mattituck,no,21N,,21N,,https://en.wikipedia.org/wiki/Mattituck_Airport,
8860,21PA,closed,Ryon Heliport,40.6651,-76.186095,1100.0,,US,US-PA,Pottsville,no,,,,,https://en.wikipedia.org/wiki/Ryon_Heliport,21PA
8958,23N,small_airport,Bayport Aerodrome,40.75804,-73.052716,41.0,,US,US-NY,Bayport,no,,,23N,,https://en.wikipedia.org/wiki/Bayport_Aerodrome,
8988,24C,small_airport,Lowell City Airport,42.953899,-85.343903,681.0,,US,US-MI,Lowell,no,24C,,24C,,https://en.wikipedia.org/wiki/Lowell_City_Airport,
9027,24S,small_airport,Pinehurst State Airport,42.110198974609375,-122.38300323486328,3638.0,,US,US-OR,Pinehurst,no,24S,,24S,,https://en.wikipedia.org/wiki/Pinehurst_State_Airport,
9082,25U,small_airport,Memaloose Airport,45.42770004272461,-116.69400024414062,6708.0,,US,US-OR,Imnaha,no,25U,,25U,,https://en.wikipedia.org/wiki/Memaloose_Airport,
9087,25Y,closed,New York Mills Municipal Airport,46.501729,-95.335911,1401.0,,US,US-MN,New York Mills,no,,,,,https://en.wikipedia.org/wiki/New_York_Mills_Municipal_Airport,25Y
9114,26N,small_airport,Ocean City Municipal Airport,39.2635,-74.607498,5.0,,US,US-NJ,Ocean City,no,K26N,,26N,https://www.ocnj.us/MunicipalAirport,https://en.wikipedia.org/wiki/Ocean_City_Municipal_Airport_(New_Jersey),
9139,27C,small_airport,Mecosta Morton Airport,43.63046,-85.261095,1022.0,,US,US-MI,Mecosta,no,K27C,,27C,,https://en.wikipedia.org/wiki/Mecosta_Morton_Airport,
9181,27W,small_airport,Lake Wenatchee State Airport,47.81940078735352,-120.72000122070312,1939.0,,US,US-WA,Leavenworth,no,27W,,27W,,https://en.wikipedia.org/wiki/Lake_Wenatchee_State_Airport,
9207,28M,small_airport,Cranland Airport,42.025101,-70.838097,71.0,,US,US-MA,Hanson,no,28M,,28M,,https://en.wikipedia.org/wiki/Cranland_Airport,
9212,28N,small_airport,Vineland-Downtown Airport,39.537601,-74.966301,120.0,,US,US-NJ,Vineland,no,,,28N,,https://en.wikipedia.org/wiki/Vineland%E2%80%93Downstown_Airport,
9228,28U,small_airport,Owyhee Reservoir State Airport,43.42462,-117.345483,2680.0,,US,US-OR,Owyhee,no,K28U,,28U,,https://en.wikipedia.org/wiki/Owyhee_Reservoir_State_Airport,
9262,29N,small_airport,Kroelinger Airport,39.523998,-75.046303,93.0,,US,US-NJ,Vineland,no,29N,,29N,,https://en.wikipedia.org/wiki/Kroelinger_Airport,
9270,29OR,closed,Smith Private Airport,45.031465,-122.956952,180.0,,US,US-OR,Brooks,no,,,,,https://en.wikipedia.org/wiki/Smith_Private_Airport,29OR
9271,29PA,closed,Gardner Airport,40.555847,-75.645283,500.0,,US,US-PA,Breinigsville,no,,,,,https://en.wikipedia.org/wiki/Gardner_Airport_(Pennsylvania),29PA
9285,2A8,small_airport,Addison Municipal Airport,34.217038,-87.158353,786.0,,US,US-AL,Addison,no,,,2A8,,https://en.wikipedia.org/wiki/Addison_Municipal_Airport,
9327,2B1,small_airport,Cape Cod Airport,41.685299,-70.402298,103.0,,US,US-MA,Marston Mills,no,2B1,,2B1,,https://en.wikipedia.org/wiki/Cape_Cod_Airfield,
9328,2B2,small_airport,Plum Island Airport,42.795898,-70.841202,11.0,,US,US-MA,Newburyport,no,2B2,,2B2,,https://en.wikipedia.org/wiki/Plum_Island_Airport,
9330,2B9,small_airport,Post Mills Airport,43.8842010498,-72.2537002563,693.0,,US,US-VT,Post Mills,no,2B9,,2B9,,https://en.wikipedia.org/wiki/Post_Mills_Airport,
9333,2C6,small_airport,Tri-County Airport,40.773998,-90.074402,661.0,,US,US-IL,Yates City,no,2C6,,2C6,,https://en.wikipedia.org/wiki/Tri-County_Airport_(Illinois),
9365,2D1,small_airport,Barber Airport,40.970901,-81.0998,1062.0,,US,US-OH,Alliance,no,2D1,,2D1,,https://en.wikipedia.org/wiki/Barber_Airport,
9373,2E8,small_airport,Cackleberry Airport,42.424999,-83.8694,890.0,,US,US-MI,Dexter,no,2E8,,2E8,,https://en.wikipedia.org/wiki/Cackleberry_Airport,
9402,2G8,small_airport,Gorham Airport,44.39310073852539,-71.19670104980469,835.0,,US,US-NH,Gorham,no,2G8,,2G8,,https://en.wikipedia.org/wiki/Gorham_Airport,
9414,2GE2,heliport,Atlanta Medical Center Heliport,33.762669,-84.373932,860.0,,US,US-GA,Atlanta,no,2GE2,,2GE2,,https://en.wikipedia.org/wiki/Atlanta_Medical_Center,Georgia Baptist Urgent Care
9422,2H3,small_airport,Cornell Municipal Airport,45.16513,-91.105621,1154.0,,US,US-WI,Cornell,no,4WI9,,4WI9,,https://en.wikipedia.org/wiki/Cornell_Municipal_Airport,2H3
9424,2H5,small_airport,Houston Fort Bend Airport,29.498858,-95.898027,105.0,,US,US-TX,Beasley,no,K2H5,,2H5,,https://en.wikipedia.org/wiki/Houston_Fort_Bend_Airport,Happy Landings
9426,2I2,closed,Olive Hill-Sellers' Field,38.253700256348,-83.142997741699,1016.0,,US,US-KY,Olive Hill,no,,,,,https://en.wikipedia.org/wiki/Olive_Hill_Airport,"2I2, 2I2, 2I2"
